name,genre,type,episodes,rating
manga nippon mukashibanashi (movie),Historical,Movie,1,6.05
manzai taikouki,"Comedy, Historical, Seinen",Movie,1,5.14
maplestory special,"Action, Comedy, Fantasy, Kids",Special,1,5.46
marin to yamato: fushigi na nichiyoubi,Kids,OVA,1,5.69
marin x,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4.08
marine snow no densetsu,Sci-Fi,Special,1,6.32
mars,"Action, Mecha, Sci-Fi, Shounen",OVA,2,6.0
marude dameo,"Comedy, Sci-Fi, Shounen",TV,47,6.2
marude sekai,Music,Music,1,3.93
mashin eiyuuden wataru: soukaizan eiyuu densetsu,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",OVA,1,7.0
mask masters,"Action, Adventure",TV,26,8.0
master of torque 3,"Action, Sci-Fi",ONA,1,4.83
matsubara-kun,Comedy,ONA,5,4.59
matsubara-kun: mackie e no ouen message,Comedy,ONA,1,3.38
mattsu to yanma to moburi-san 2: suigun otakara to nazotoki no shimajima,"Fantasy, Magic",ONA,1,4.95
maya no isshou,"Drama, Historical, Slice of Life",Movie,1,8.75
mayutoro the toons,"Comedy, Fantasy, Kids",TV,33,5.38
maze maze wien,Dementia,Movie,1,5.9
maze☆bakunetsu jikuu: tenpen kyoui no giant,"Adventure, Comedy, Fantasy, Mecha, Shounen",Movie,1,6.22
mcdull and chinese culture,"Comedy, Historical",TV,5,6.79
"mcdull, the alumni",Comedy,Movie,1,6.38
me wo samase toragorou,Kids,Special,1,5.67
mebae no ashita,"Drama, Kids",OVA,1,8.33
mebuki,"Drama, Kids",OVA,1,7.0
mecha robot corps 3,"Action, Adventure, Mecha, Shounen",Movie,1,4.31
mecha☆afro-kun,Comedy,OVA,1,6.25
mechakko dotakon,"Comedy, Sci-Fi",TV,28,6.36
mechano: scientific attack force,"Comedy, Dementia, Fantasy, Horror, Music, Parody",OVA,3,2.55
megumi to taiyou ii: kajuu gummi tweet mystery - kieta sapphire roman no nazo,Mystery,Special,1,4.94
megumi to taiyou iii: kajuu gummi tweet fantasy - timeline world,Fantasy,Special,1,4.94
megumi to taiyou: kajuu gummi tweet love story,"Romance, Slice of Life",Special,1,5.36
meiji ishin wo tsukuriageta hitobito,"Drama, Historical, Kids, Samurai",OVA,1,5.0
meiji tokyo renka movie: hanakagami no fantasia,"Fantasy, Harem, Historical, Romance, Shoujo",Movie,1,6.22
meiken lassie specials,"Adventure, Slice of Life",Special,2,6.38
meikyoku to dai sakkyokka monogatari,"Historical, Music",OVA,9,7.25
meimon! daisan yakyuubu,"Action, Shounen, Sports",TV,40,6.44
meisaku world,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",TV,39,8.0
meitantei hangyodon: kaitou ruzu arawaruno-kan,"Kids, Mystery",OVA,1,4.05
meitantei rascal,"Adventure, Kids, Mystery",TV,12,5.52
mellow,"Comedy, School, Seinen",OVA,1,6.23
meoteoldosa,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,5.89
meoteoldosawa 108 yogoe,"Action, Adventure, Fantasy, Shounen",Movie,1,5.44
meoteoldosawa ttomae,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,5.38
michi,Drama,Movie,4,8.0
michitekuru toki no mukou ni,"Adventure, Fantasy, Romance",Special,1,6.9
microid s,"Action, Sci-Fi",TV,26,6.08
midnight horror school,Comedy,TV,52,6.9
midori no makibao compilation ova,"Comedy, Sports",OVA,1,5.56
midoriyama koukou koushien-hen,"Comedy, School, Sports",OVA,10,7.26
midoriyama koukou koushien-hen (movie),"Comedy, School, Sports",Movie,1,6.08
mienu me ni kanjita kumotoriyama no asahi,"Drama, Kids",OVA,1,9.0
mii-chan no tenohira,"Drama, Historical",Movie,1,8.33
miira no yume,Dementia,Movie,1,2.97
miitsuketa!,"Drama, Kids",OVA,1,7.67
mikan enikki specials,"Comedy, Shoujo, Slice of Life",Special,2,7.0
mikeneko holmes no yuurei joushu,"Comedy, Drama, Mystery",OVA,1,6.53
mikosuri han-gekijou,"Comedy, Parody",OVA,1,5.43
mikuni no tame ni,"Historical, Military",Movie,1,4.14
milk house dreaming: ai no shiki,"Music, Shoujo",OVA,1,4.81
milky passion: dougenzaka - ai no shiro,"Josei, Romance",OVA,1,5.47
mim mam mint,Comedy,TV,Unknown,4.1
mimizu monogatari,Dementia,Movie,1,3.39
mimizuku to tsuki-sama,"Drama, Kids",OVA,1,5.8
mina no bousai mura dzukuri,"Drama, Kids",OVA,1,5.0
mina no egao,"Drama, Kids",OVA,1,6.22
mina no mura no gomi soudou,"Drama, Kids",OVA,1,5.5
mina no mura to kawa,"Drama, Kids",OVA,1,6.0
mina no mura to mori,"Drama, Kids",OVA,1,6.2
minami no kuni kara kita tegami,"Kids, Music",Music,1,5.8
minami no niji no lucy specials,"Adventure, Drama, Slice of Life",Special,2,7.6
minamo,nan,Movie,1,4.04
minamoto no yoritomo to bushi no yononaka,"Drama, Historical, Kids, Samurai",OVA,1,7.67
mini moni yaru no da pyon!,Comedy,TV,66,4.78
mini van 2nd season,"Comedy, Game, Parody, Slice of Life",TV,26,6.1
mini yon soldier rin!,"Action, Adventure, Mecha, Shounen",OVA,1,4.8
minna de bokumetsu inshu unten,Drama,Special,1,4.56
minna de tonda,"Drama, Kids",OVA,1,7.67
minna ichiban!,"Drama, Kids",OVA,1,6.0
minna no doutoku,"Drama, Fantasy, Historical, Kids, School",OVA,6,8.67
minna tomodachi,"Comedy, Fantasy, Kids",OVA,1,5.0
miracle giants doumu-kun special,Sports,Special,1,5.55
miracle psychicer seizan,"Action, Adventure, Fantasy",OVA,5,7.12
miracle! mimika,"Kids, Slice of Life",TV,225,5.28
miraesonyeon kunta beomyuda 5000 nyeon,"Action, Adventure, Mecha, Shounen",Movie,1,3.17
mirai e no kakehashi: bridge for future,Slice of Life,ONA,6,5.18
"mirai e no niji: boku no ojisan wa, hansen-byou","Drama, Kids",OVA,1,8.5
mirai kara kita shounen super jetter,"Action, Comedy, Sci-Fi, Super Power",TV,52,5.43
mirai kara no message,"Drama, Kids",OVA,1,7.75
mirai ni mukete: bousai wo kangaeru,Drama,Movie,1,9.0
mister ajikko special,"Comedy, Shounen",Special,1,6.82
mitsuami no kamisama,"Drama, Seinen, Slice of Life",Movie,1,7.16
mizu no tane,Historical,Movie,1,5.07
mizuki shigeru no toono monogatari,"Adventure, Fantasy",Movie,1,7.67
mo fa a ma,"Adventure, Fantasy",Movie,1,6.18
mo jing lieren,"Adventure, Fantasy",ONA,26,7.5
mo jing lieren 2nd season,"Adventure, Fantasy",ONA,26,7.0
mo jing lieren 3rd season,"Adventure, Fantasy",ONA,Unknown,7.25
mobile suit gakuen: g-reco koushien,Comedy,Special,9,5.67
mobile suit gundam-san (ona),"Comedy, Mecha, Parody",ONA,15,6.19
mobile suit gundam-san: bouya dakara sa,"Comedy, Mecha, Parody",Special,1,5.57
mobile suit gundam-san: hiyoko day&#039;s ichisuisei hiyoko to fushigi na ofuda,"Comedy, Mecha, Parody",Special,1,5.64
mochi mochi no ki,Kids,Movie,1,4.27
mochi mochi no ki (ova),"Drama, Kids",OVA,1,6.4
moeru! oniisan,"Action, Adventure, Comedy",TV,24,7.33
moeru! oniisan (ova),Comedy,OVA,2,5.89
mofu☆mofu,Kids,TV,11,4.67
mogura no motoro,Slice of Life,Movie,1,9.5
momoiro no crayon,"Drama, Kids",OVA,1,5.06
momon&#039;s sand witch,"Comedy, Kids",ONA,8,4.82
momon&#039;s sand witch bangai-hen: tanu no kyuujitsu,"Comedy, Kids",ONA,1,3.78
momon&#039;s sand witch episode 0,"Comedy, Kids",ONA,1,5.0
momonga-mon,"Adventure, Kids",TV,5,5.8
momotaros no natsuyasumi,"Action, Comedy, Kids, Parody, Super Power",Movie,1,4.08
momotarou,Drama,Movie,1,5.57
momotarou (music),Music,Music,1,3.65
momotarou densetsu,"Adventure, Comedy",TV,51,6.35
momotarou no hi asobi yameyou! hi no youjin,"Drama, Fantasy, Historical, Kids",OVA,1,6.0
momoya x peeping life: go en desu yo! ii,"Comedy, Slice of Life",ONA,5,5.15
mon cheri coco,"Romance, Shoujo",TV,13,6.71
monchhichiisu,Kids,TV,20,4.8
money wars: nerawareta waterfront keikaku,Seinen,OVA,1,5.05
monhun nikki girigiri airou mura: airou kiki ippatsu specials,"Action, Comedy",Special,2,6.08
monkey punch: manga katsudou daishashin - crime mate special,"Action, Comedy, Ecchi, Parody",Special,1,6.2
monkey turn v,"Action, Drama, Sports",TV,25,7.13
monoshiri daigaku: ashita no calendar,Historical,TV,1274,6.8
monpy,"Adventure, Kids",TV,18,5.67
monster ni natta domerica,"Action, Fantasy",ONA,1,4.94
monster strike the movie: hajimari no basho e,"Action, Fantasy, Game",Movie,1,6.75
moom,Kids,Movie,1,6.0
mori no kuma-san,Slice of Life,Movie,1,3.96
mori no ongakudan,"Comedy, Music",ONA,Unknown,4.92
mori no ongakukai,Comedy,Movie,1,6.13
mori no ongakutai,"Fantasy, Kids",Movie,1,4.69
mori no ratio,"Adventure, Fantasy, Kids",TV,Unknown,5.0
mori no senshi bonolon,"Adventure, Fantasy, Kids",TV,26,4.57
morizo to kikkoro,Kids,TV,52,5.42
mother teresa,"Drama, Historical, Kids",OVA,1,7.25
moudouken quill no isshou,Drama,OVA,1,6.2
mouretsu atarou,"Comedy, Kids, Slice of Life",TV,90,6.33
mouretsu atarou (1990),"Comedy, Kids, Slice of Life",TV,34,7.1
mr. deniroo in henteko mushi,"Comedy, Kids, Slice of Life",Special,1,4.4
mr. pen pen,"Comedy, Kids, Shoujo",Special,1,6.13
mr. pen pen ii,"Comedy, Kids, Shoujo",Special,1,5.78
mr. shape,"Comedy, Kids",Special,3,4.71
mr. shape: high touch taisou,"Kids, Music",ONA,1,4.11
mugen senki portriss,"Action, Mecha, Sci-Fi, Shounen",TV,52,5.33
mujeokcheorin rambot,"Action, Mecha, Shounen, Space",Movie,1,3.36
mukashi toilet ga kowakatta!,"Kids, Music",Music,1,4.92
mukidashi no koushi,"Comedy, Music",ONA,1,4.0
muku hatojuu no meiken monogatari,"Adventure, Drama, Kids",OVA,1,7.0
muku no ki no hanashi,Kids,Movie,1,4.04
music up,Music,TV,52,6.23
muzumuzu eighteen,Slice of Life,TV,Unknown,3.8
my home,Slice of Life,ONA,1,5.14
my melody no akazukin,"Fantasy, Kids",Movie,1,5.6
my melody no akazukin (ova),"Fantasy, Kids",OVA,1,5.71
naccio to pomm,"Adventure, Kids, Sci-Fi",TV,41,4.75
nae ireumeun dokgotak,Sports,Movie,1,5.0
nagareboshi no okurimono,"Fantasy, Kids",OVA,1,6.29
nagasaki 1945: angelus no kane,"Drama, Historical, Military",Movie,1,6.61
nagasaki no kouma,"Historical, Kids",Movie,1,7.33
nagisa,Music,Music,1,3.85
naita aka oni,"Demons, Kids",Movie,1,5.08
naita aka oni (ova),"Demons, Drama, Kids",OVA,1,5.75
namae... sore wa moeru inochi,"Drama, Kids",OVA,1,8.33
namakemono ga miteta,"Music, Seinen, Slice of Life",OVA,2,6.42
nameko: sekai no tomodachi,Comedy,TV,Unknown,5.6
nana moon,"Fantasy, Kids",TV,52,6.0
nananin no ayakashi: chimi chimi mouryou!! gendai monogatari,"Comedy, Supernatural",TV,Unknown,
nanatsu no hoshi,"Drama, Kids",OVA,1,7.33
nanatsu no umi no tico specials,"Adventure, Slice of Life",Special,2,6.78
nanbo no monjai! 2: yankee gurentai,"Action, Comedy",OVA,1,5.0
nanbo no monjai! yankee gurentai,"Action, Comedy",OVA,1,6.0
nanchatte!,"Comedy, Parody",ONA,2,4.06
nani ga dekiru ka na,Comedy,Movie,1,3.52
nani no yaku ni mo tatanai karappona hanashi,Comedy,ONA,2,3.5
naniwa kinyuu den: minami no teiou,"Comedy, Drama, Seinen",OVA,2,5.18
naniwa yuukyouden,"Action, Comedy",OVA,1,6.0
naniwa yuukyouden: chou gokudou! yoru no bat wa manrui-hen,"Action, Comedy",OVA,1,7.29
naniwa yuukyouden: kanketsu-hen,"Action, Comedy",OVA,1,6.88
naniwa yuukyouden: kyouretsu! ana ga attara iretai-hen,"Action, Comedy",OVA,1,7.14
naniwa yuukyouden: nekketsu!! bakushou mankai-hen,"Action, Comedy",OVA,1,7.0
naniwabushi daisuki,"Drama, Historical, Sports",Special,1,7.0
nanja monja obake,"Horror, Kids",Special,1,5.43
nano invaders,"Action, Adventure, Shounen, Super Power",TV,52,7.08
nanocore,Sci-Fi,ONA,10,6.17
nanocore 2nd season,"Action, Sci-Fi",ONA,Unknown,5.33
nanocore: 2016 new year special,Music,Music,1,4.93
nanocore: ng scenes - nano&#039;s daily life,"Comedy, Sci-Fi",ONA,2,4.5
nanoha,"Drama, Historical, Kids",OVA,1,4.5
nansensu monogatari dai ippen: sarugashima,Adventure,Movie,1,5.11
nar doma,Comedy,TV,26,5.02
nar doma manner movie,Comedy,Movie,1,3.67
nar doma special,Comedy,Special,1,8.0
narara superboard,"Action, Adventure, Comedy",TV,54,4.83
narara wondeogongju,"Action, Adventure, Sci-Fi, Space, Super Power",Movie,1,3.25
nareuneun dwaeji - haejeok mateo,"Action, Adventure, Sci-Fi, Shounen",Movie,1,4.38
nat-chan no akai tebukuro,"Historical, Kids",Movie,1,8.0
naze,"Kids, Music",Music,1,4.27
naze ikiru: rennyo shounin to yoshizaki enjou,Historical,Movie,1,6.43
nazotoki-hime wa meitantei♥,"Mystery, Shoujo",OVA,Unknown,5.62
negibouzu no asatarou,"Adventure, Comedy, Historical",TV,48,7.25
nekketsu jinmen inu: life is movie,"Comedy, Mystery, Parody",OVA,3,5.74
neko enikki,"Comedy, Slice of Life",TV,13,6.67
neko funjatta,Music,Music,1,4.15
neko hiki no ororane,Fantasy,OVA,1,6.72
neko konogoro,Comedy,TV,Unknown,2.8
"neko mo, onda-ke","Comedy, Slice of Life",TV,12,3.63
neko neko nihonshi,"Historical, Parody",TV,Unknown,5.9
neko no dayan,"Kids, Magic",TV,52,5.38
neko no dayan: fushigi gekijou,Kids,TV,Unknown,4.25
neko no dayan: nihon e iku,Kids,TV,12,6.5
neko no kuni no kenpou,Historical,OVA,1,7.33
neko no sumu shima,Drama,Special,1,5.0
neko pitcher,"Comedy, Kids, Sports",TV,51,7.13
neko to nezumi,Comedy,Movie,1,5.57
neko wa ikite iru,"Drama, Historical, Kids",Movie,1,7.33
nekoronde mite ne.,Comedy,ONA,14,3.43
nekoronde tv.,Comedy,TV,12,4.55
nemuranu machi no cinderella: hirose ryouichi - memorial date,Romance,ONA,1,5.24
nemurenu yoru no chiisana ohanashi,Kids,OVA,3,6.25
neo faust,Supernatural,Special,1,5.38
nepos napos,"Fantasy, Kids",TV,26,7.67
new tokyo ondo,Dementia,Movie,1,3.92
nezumi no yomeiri,"Fantasy, Kids",Movie,1,4.96
nezumi-kun no chokki,Kids,OVA,4,7.0
nibiki no neko to genkina kazoku,"Drama, Kids",OVA,1,7.0
nidoto touranai tabibito,"Drama, Kids",OVA,1,6.0
nihon meisaku douwa series: akai tori no kokoro,"Adventure, Fantasy, Kids",TV,26,6.73
nihon mukashibanashi: saru kani,Fantasy,Movie,1,4.88
nihon mukashibanashi: warashibe chouja,Kids,Movie,1,6.44
nihon no otogibanashi,"Demons, Fantasy, Historical, Kids, Magic, Samurai, Supernatural",OVA,29,4.67
nihon omoshiro mukashibanashi,"Comedy, Historical, Parody",TV,12,6.67
nihon-ichi no otoko no tamashii,"Comedy, Romance",TV,16,6.64
nihon-ichi no otoko no tamashii 2,"Comedy, Romance",TV,16,6.57
niji ni mukatte,"Historical, Romance",Movie,1,5.7
niji no kakehashi,"Drama, Kids",OVA,1,8.2
niji no kanata e! shoujo diana monogatari,"Historical, Shoujo",Special,1,6.3
niji no kizuna,"Drama, Kids",OVA,1,6.67
nijuushi no hitomi,"Drama, Historical",Special,1,6.25
"nikoniko, pun","Comedy, Fantasy, Kids",TV,40,5.88
nine,"Action, School, Shounen, Sports",Special,1,6.71
nine 2: koibito sengen,"Action, School, Sports",Special,1,6.55
nine 3: kanketsu-hen,"Action, School, Sports",Special,1,6.35
nine: original han,"Action, School, Sports",Movie,1,6.47
nineko gelée: opening movie,"Fantasy, Music",Music,1,4.21
ningen kakumei,Slice of Life,OVA,20,8.0
ningen no uta,"Drama, Kids",OVA,1,4.5
ningyo no hanashi,"Fantasy, Music",Music,1,4.68
ninja hattori-kun (2012) special,"Comedy, Kids",Special,1,5.81
ninja hattori-kun plus perman: chounouryoku wars,"Adventure, Martial Arts, Super Power",Movie,1,6.04
ninja hattori-kun plus perman: ninja kaijuu jippou tai miracle tamago,"Adventure, Comedy, Martial Arts, Sci-Fi, Super Power",Movie,1,5.76
ninja hattori-kun: nin nin furusato daisakusen no maki,"Comedy, Kids, Martial Arts, Slice of Life",Movie,1,6.0
ninja hattori-kun: nin nin ninpo enikki no maki,"Comedy, Martial Arts, Slice of Life",Movie,1,5.88
ninja negizou,"Kids, Music",Music,1,5.0
ninja-tai gatchaman zip!,"Comedy, Parody",TV,475,5.5
ninjaman ippei,"Action, Comedy, School, Slice of Life",TV,13,6.56
ninpen manmaru,"Comedy, Samurai, Shounen",TV,30,6.41
ninpuu kamui gaiden: tsukihigai no maki,"Action, Adventure, Historical, Martial Arts, Samurai",Movie,1,5.83
nintama rantarou no jishin youjin hi no youjin,"Drama, Kids",OVA,1,6.29
nintama rantarou no shouboutai,"Drama, Kids",OVA,1,7.0
nintama rantarou no uchuu daibouken with cosmic front☆next,"Adventure, Comedy, Kids, Space",Special,2,5.75
nintama rantarou: dokutake onsen no dan,Comedy,Special,1,6.07
nintama rantarou: ninjutsu gakuen to nazo no onna - kore wa jiken da yo! no dan,Comedy,Special,1,6.67
nippon tanjou,Historical,TV,5,5.4
nobara,Drama,Movie,1,4.59
nobara no julie,"Adventure, Drama, Historical, Music",TV,13,5.96
nobunaga-kun no jitensha no rule wo mamoru no ja,"Drama, Kids",OVA,1,6.25
nobunaga-kun no minna de yakusoku hi no youjin,"Drama, Kids",OVA,1,5.67
noel no fushigi na bouken,"Adventure, Comedy, Fantasy",Movie,1,5.38
nogiku no haka,"Drama, Kids, Romance",OVA,1,6.8
non-tan to issho,Kids,TV,263,6.84
nonki na tou-san ryuuguu mairi,Supernatural,Movie,1,5.5
noobow,"Kids, Slice of Life",TV,26,6.25
noobow: kieta medal,"Kids, Slice of Life",OVA,1,5.8
noobow: na kokoro,"Kids, Slice of Life",ONA,52,5.6
norabbits&#039; minutes,"Comedy, Fantasy, Kids",Movie,5,6.13
norakuro,Comedy,TV,26,6.0
norakuro compilation ova,Comedy,OVA,1,5.5
norakuro ittouhei,Kids,Movie,1,4.44
norakuro nitouhei,Kids,Movie,1,4.65
norakuro-kun,"Comedy, Mystery",TV,50,7.17
noramimi,Comedy,TV,12,6.9
noramimi 2,Comedy,TV,13,6.48
norasco,"Comedy, Slice of Life",ONA,Unknown,4.75
norasco (tv),"Comedy, Slice of Life",TV,43,5.8
norasco: cinema point card-hen,"Comedy, Slice of Life",Movie,10,6.86
nori p-chan,"Kids, Slice of Life",OVA,1,4.1
norimono atsumare: hit song-shuu,Music,OVA,6,4.17
norman the snowman: kita no kuni no aurora (kari),"Fantasy, Kids",Movie,1,7.67
noroma na jiji,Historical,Movie,1,6.67
notari matsutarou,Sports,OVA,10,5.59
notteke explet&#039;s,Kids,TV,26,5.33
nowisee,Music,Music,24,7.64
nude batter tetsuo,"Comedy, Sports",ONA,1,3.83
nukko.,Comedy,TV,Unknown,6.4
nunbori,"Fantasy, Kids",TV,26,6.17
nyamen,Comedy,TV,12,5.62
nyamen: tenkai daiichi joshi koukou bunka matsuri tokubetsu eizou,Music,Special,1,5.35
nyancos: hello! our brilliant future,"Sci-Fi, Space",OVA,1,3.36
nyancos: hello! our brilliant future digest,"Sci-Fi, Space",Special,1,2.91
nyanfuru,"Comedy, Music",TV,Unknown,5.54
nyani ga nyandaa nyandaa kamen,Comedy,TV,83,6.75
nyanpuku nyaruma,Comedy,TV,Unknown,4.0
nyuru nyuru!! kakusen-kun,Comedy,TV,25,5.44
nyuru nyuru!! kakusen-kun 2nd season,Comedy,TV,13,5.1
nyuuin bokki monogatari: odaijini!,"Comedy, Ecchi, Seinen",OVA,2,6.53
obaachan no takaramono,"Kids, Music",Music,1,4.5
obake entotsu no uta,"Historical, Kids",Movie,1,6.0
obake nagaya,"Comedy, Kids, Supernatural",OVA,1,8.33
obake no q-tarou: susume! 1/100 daisakusen,"Comedy, Kids, School, Slice of Life, Supernatural",Movie,1,6.6
obake no q-tarou: tobidase! bake bake daisakusen,"Comedy, Kids, School, Slice of Life",Movie,1,5.6
obasuteyama,Drama,Movie,1,7.0
obatalian,Comedy,Special,1,4.75
obocchama-kun,"Comedy, Parody",TV,164,6.47
ocha-ken: hotto monogatari,"Kids, Slice of Life",TV,13,6.67
ocha-ken: ryokutto monogatari,"Kids, Slice of Life",TV,13,8.0
ochou fujin no gensou,"Drama, Historical",Movie,1,4.24
oden-kun,Comedy,TV,156,7.36
odoriko clinoppe,"Comedy, Slice of Life",TV,26,5.75
oedo wa nemurenai!,"Drama, Fantasy, Historical, Shoujo",OVA,1,6.22
offside,"Action, Drama, Sports",OVA,1,5.5
ogami matsugorou,"Action, Martial Arts, Romance, School, Shounen",OVA,1,6.08
oh! family,"Comedy, Drama, Romance, Shoujo, Slice of Life",TV,26,6.17
oh! my konbu,"Comedy, Shounen, Slice of Life",TV,22,6.38
oh! super milk-chan special,"Action, Comedy, Sci-Fi",Special,1,5.93
ohayo! spank (movie),"Comedy, Romance, Slice of Life",Movie,1,6.57
ohayou! kokekkou-san,Comedy,TV,Unknown,2.75
oi! ryouma,"Adventure, Drama, Historical",TV,39,6.48
ojamanga yamada-kun,"Comedy, Slice of Life",TV,103,7.77
ojamanga yamada-kun (movie),"Comedy, Slice of Life",Movie,1,7.09
ojarumaru yakusoku no natsu ojaru to semira movie,"Adventure, Comedy, Fantasy",Movie,1,5.0
ojarumaru: chitchai mono no ookina chikara,"Historical, Kids",OVA,1,5.17
ojarumaru: mangetsu road kiki ippatsu - tama ni wa maro mo daibouken,"Adventure, Comedy, Fantasy, Kids, Slice of Life",Special,1,5.64
ojarumaru: wasureta mori no hinata,"Adventure, Comedy, Fantasy, Kids, Slice of Life",Special,1,3.67
ojiichan ga kaizoku datta koro,Comedy,Movie,1,4.41
ojiichan ga nokoshite kureta mono: moetemo moenai? moenikui!,Slice of Life,OVA,1,5.5
ojiichan no hanabi,"Drama, Kids",OVA,1,8.0
ojiichan no komoriuta,"Kids, Music",Music,1,4.78
ojiichan no tomato,"Drama, Kids",OVA,1,6.5
ojiichan wa boku no hero,"Drama, Kids",OVA,1,8.4
ojisan kaizou kouza,Comedy,Movie,1,6.43
okaachan gomen ne,"Historical, Kids",Movie,1,9.0
okaasan no ki,"Historical, Kids",OVA,1,5.0
okaasan no yasashii te,"Drama, Kids",OVA,1,8.0
"okaasan, nakanaide","Drama, Kids",OVA,1,8.0
okama hakusho,"Comedy, Seinen",OVA,3,5.67
okane wa mawaru: kurashi to kinyuu,Slice of Life,OVA,1,5.31
okawari-boy starzan s,"Action, Adventure, Sci-Fi",TV,34,6.9
okon joururi,"Drama, Fantasy, Historical",Movie,1,6.06
okore!! nonkuro,Kids,Special,1,3.93
okori jizou,"Historical, Kids",Movie,1,8.33
okoru yo!,"Kids, Music",Music,1,5.0
ol kaizou kouza,"Comedy, Slice of Life",OVA,1,6.07
omakase scrappers,"Adventure, Comedy, Sci-Fi",TV,39,6.89
omakase! miracle cat-dan,"Comedy, Kids, Super Power",TV,32,5.25
omedetou jesus-sama,"Historical, Kids",OVA,1,5.67
omoi au christmas 2011,Fantasy,Special,3,4.67
omoikkiri kagaku adventure sou nanda!,"Comedy, Kids, Sci-Fi",TV,26,5.68
omusubi kororin,"Fantasy, Kids",Movie,1,3.33
"on-chan, yume power daibouken!",Fantasy,Special,1,5.4
onaka hime,Fantasy,ONA,3,4.5
onbu obake,Supernatural,Movie,1,6.08
one and three four,Music,Music,1,4.51
onegai my melody: yuu &amp; ai,"Comedy, Fantasy",Movie,1,5.73
ongaku sekai ryokou,"Kids, Music",TV,Unknown,2.67
oni keibu anpan,"Kids, Police",Special,2,5.75
oni no ko to yuki usagi,"Demons, Fantasy, Kids",Movie,1,6.21
onigakure yama no soba no hana,"Demons, Historical, Kids",Movie,1,5.81
onigara,"Demons, Kids",OVA,1,6.4
oniku daisuki! zeushi-kun,Comedy,TV,12,4.98
oniku daisuki! zeushi-kun 2nd season,Comedy,ONA,6,5.05
oniku daisuki! zeushi-kun: suteki na hamburger,Comedy,ONA,1,4.31
onimaru: senjou ni kakeru itsutsu no seishun,"Action, Adventure",OVA,1,5.25
only you: viva! cabaret club,Comedy,TV,15,6.8
onpu,"Kids, Music",Movie,1,5.1
ooedo torimonochou: nezumi kozou,"Historical, Kids, Mystery",OVA,1,8.0
ooi! adacchii!,"Historical, Kids",OVA,1,7.5
